0.000000000000000000e+00,0.000000000000000000e+00,5.031151753171214409e+02,3.242447243953306746e+00,1.580507079354626221e+01,1.883881445391798479e+02,4.072500000000000009e-01,1.223644523247926827e+03,1.103988181205921038e+01
0.000000000000000000e+00,1.000000000000000000e+00,4.050189019582902574e+02,7.235758141927104425e-01,1.178412698412698489e+01,9.248554913294796620e+01,3.664375000000000271e-01,1.096976434277744602e+03,3.691311561057399881e+00
0.000000000000000000e+00,2.000000000000000000e+00,4.575994105616283605e+02,1.785723482476488710e+00,1.424493964230537557e+01,1.027592768791627122e+02,3.943125000000000102e-01,1.150148843485337466e+03,6.915491275389959114e+00
0.000000000000000000e+00,3.000000000000000000e+00,4.066660368520992392e+02,6.215761561966756110e-01,8.128842148046537375e+00,4.971668799122646476e+01,3.672500000000000209e-01,1.096361493812448316e+03,3.078548504299642996e+00
0.000000000000000000e+00,4.000000000000000000e+00,5.032695881943731138e+02,2.902463709828973393e+00,2.018693513917140692e+01,1.407882676443629748e+02,4.072500000000000009e-01,1.221203518976835994e+03,1.010688611746516763e+01
0.000000000000000000e+00,5.000000000000000000e+00,5.668692052906546905e+02,4.912616395872911212e+00,2.281233291748351277e+01,1.614259290398520363e+02,4.267500000000000182e-01,1.318590343215255643e+03,1.459091014269597331e+01
0.000000000000000000e+00,6.000000000000000000e+00,4.078022648228744629e+02,5.900360123754536668e-01,8.945448736721600014e+00,3.692591737825986797e+01,3.669999999999999929e-01,1.093423252003590960e+03,3.189602777485583740e+00
0.000000000000000000e+00,7.000000000000000000e+00,4.621005632296865997e+02,1.568651027987496116e+00,1.590984421610871813e+01,7.120743034055726639e+01,3.926875000000000226e-01,1.166784144448247389e+03,6.284662448536184165e+00
0.000000000000000000e+00,8.000000000000000000e+00,5.036127312854054026e+02,2.879411117775990903e+00,1.479312735958086300e+01,1.174551386623164717e+02,4.092500000000000027e-01,1.223614986196584596e+03,9.792839534353380060e+00
0.000000000000000000e+00,9.000000000000000000e+00,4.096995848569714553e+02,5.931929743355580653e-01,1.183398287486132183e+01,3.895860648061434262e+01,3.666874999999999996e-01,1.099219266188611527e+03,2.995170748678594119e+00
0.000000000000000000e+00,1.000000000000000000e+01,5.036726298442501957e+02,2.900785429133808879e+00,2.172687676146554026e+01,8.609616386044089609e+01,4.066874999999999796e-01,1.227144186847702713e+03,9.966398601955633652e+00
0.000000000000000000e+00,1.100000000000000000e+01,5.548373930327068138e+02,4.917933024289341759e+00,2.268835616438356340e+01,1.658031088082901476e+02,4.382499999999999729e-01,1.258055105982429041e+03,1.421101553680045271e+01
0.000000000000000000e+00,1.200000000000000000e+01,4.737623390087990174e+02,1.475717190570528414e+00,1.323937646807602064e+01,6.082493822467211686e+01,3.918749999999999734e-01,1.201359969034903770e+03,5.708921305049865502e+00
0.000000000000000000e+00,1.300000000000000000e+01,5.668081341875854378e+02,4.873692499738103479e+00,1.576139006704063483e+01,1.271173737070903798e+02,4.382499999999999729e-01,1.292279137668500880e+03,1.411903544192129445e+01
0.000000000000000000e+00,1.400000000000000000e+01,4.060611631750163042e+02,5.657592216440716637e-01,7.745617611088463583e+00,2.612481857764876736e+01,3.655625000000000124e-01,1.103239343095591494e+03,2.948591226479162053e+00
0.000000000000000000e+00,1.500000000000000000e+01,5.132560268536958574e+02,2.776898180466127464e+00,2.335061144381259268e+01,9.673202614379084707e+01,4.203124999999999778e-01,1.214773248145560729e+03,9.347689378370674262e+00
0.000000000000000000e+00,1.600000000000000000e+01,4.599938257548712954e+02,1.467672810359532676e+00,1.670056739107162258e+01,7.619047619047618980e+01,3.946250000000000036e-01,1.148066687225531268e+03,5.760340855222895406e+00
0.000000000000000000e+00,1.700000000000000000e+01,5.551353374591390093e+02,4.820299907117568061e+00,5.435829826073728555e+01,1.715076071922545111e+02,4.262500000000000178e-01,1.290785957377532213e+03,1.447591949276142032e+01
1.000000000000000000e+00,0.000000000000000000e+00,4.478541993175716698e+02,4.872832775279561379e-01,4.881025015253203314e+00,5.233422539399345652e+01,3.806875000000000120e-01,1.169837154166407345e+03,2.197387659978581986e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.947030922055173505e+02,3.215944558586455670e+00,1.539357419550851880e+01,1.329850391830918852e+02,4.303750000000000075e-01,1.370555594338400851e+03,1.111934781330190170e+01
1.000000000000000000e+00,2.000000000000000000e+00,5.023585674888773838e+02,9.180086857845509707e-01,7.221234944007220768e+00,9.996875976257419438e+01,3.863125000000000031e-01,1.292228610599180229e+03,4.027969194998720859e+00
1.000000000000000000e+00,3.000000000000000000e+00,3.512553238893818843e+02,1.688134209437996136e-01,1.230895476459124005e+00,0.000000000000000000e+00,2.599374999999999880e-01,1.280185647578275393e+03,1.080371414546611897e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.125124916450008641e+02,2.686362371280638373e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.583749999999999991e-01,1.138860237048479803e+03,1.149052413346139945e+00
1.000000000000000000e+00,5.000000000000000000e+00,4.413049975636351974e+02,4.468715145753976437e-01,7.241691452217768443e+00,3.477504890241252156e+01,3.578124999999999778e-01,1.219320540178139936e+03,2.223633309441046091e+00
1.000000000000000000e+00,6.000000000000000000e+00,5.030116408968614223e+02,8.666947269623979100e-01,4.826060727930826744e+00,7.884200800739144199e+01,4.096250000000000169e-01,1.217698731414157464e+03,3.564718349419307319e+00
1.000000000000000000e+00,7.000000000000000000e+00,5.949411221897370297e+02,3.066261357065016568e+00,1.970443349753694662e+01,1.209677419354838719e+02,4.311249999999999805e-01,1.368675289889974692e+03,1.052299806083243539e+01
1.000000000000000000e+00,8.000000000000000000e+00,4.000403818287903732e+02,2.581645008056759893e-01,1.215251405134437190e+00,0.000000000000000000e+00,3.696249999999999813e-01,1.081852768662635299e+03,1.069614718886479299e+00
1.000000000000000000e+00,9.000000000000000000e+00,5.930810544227017544e+02,3.040248378828384279e+00,2.142673190831831320e+01,7.977035806012993646e+01,4.402499999999999747e-01,1.342033644242589617e+03,1.041055954280101403e+01
1.000000000000000000e+00,1.000000000000000000e+01,4.091435468659742583e+02,2.544069674764176670e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.536250000000000226e-01,1.149450338482218967e+03,9.491042438517260926e-01
1.000000000000000000e+00,1.100000000000000000e+01,5.078262066590776840e+02,7.979025750288523122e-01,3.483561942085782626e+00,6.853582554517133474e+01,3.924374999999999947e-01,1.280670688538013337e+03,3.474754207714967347e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.524953298257324832e+02,4.458419495627747864e-01,0.000000000000000000e+00,2.131438721136767356e+01,3.240000000000000102e-01,1.070832259480453331e+03,2.713648577827493913e+00
2.000000000000000000e+00,1.000000000000000000e+00,4.038345147536362560e+02,1.341336310787768271e+00,0.000000000000000000e+00,2.997658079625292871e+01,3.746249999999999858e-01,1.064270496271663887e+03,5.830115686018074506e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.396418938349498831e+02,2.614654130313923019e+00,4.366335552887239402e+00,4.312668463611859693e+01,3.788124999999999964e-01,1.152150608247481159e+03,9.299769008077031884e+00
2.000000000000000000e+00,3.000000000000000000e+00,5.370374212246124443e+02,6.788911356856345058e+00,3.875277260790862499e+01,7.631160572337043391e+01,4.366875000000000062e-01,1.216604054961356269e+03,1.853770085273727375e+01
2.000000000000000000e+00,4.000000000000000000e+00,5.306969616776033263e+02,6.804997295918801647e+00,3.403996656788998365e+01,8.436497019715726253e+01,4.324999999999999956e-01,1.214968299042578110e+03,1.833513818205984691e+01
2.000000000000000000e+00,5.000000000000000000e+00,4.982863220911209510e+02,4.627901456426316784e+00,1.995774253493877737e+01,8.152866242038217592e+01,4.167500000000000093e-01,1.184813577234845070e+03,1.368199807615784636e+01
2.000000000000000000e+00,6.000000000000000000e+00,4.432240784275841747e+02,2.531821464201716942e+00,6.959314775160598820e+00,5.599300087489064026e+01,3.900624999999999787e-01,1.131270554601629328e+03,8.504232400135634862e+00
2.000000000000000000e+00,7.000000000000000000e+00,3.998168128557283580e+02,1.259616498000775131e+00,1.973055461355859297e+00,3.743565746373420922e+01,3.705625000000000169e-01,1.064055300321783534e+03,4.967897870326582144e+00
2.000000000000000000e+00,8.000000000000000000e+00,3.995072683161889131e+02,1.259168152945973729e+00,1.201652271873826505e+00,4.488977955911823159e+01,3.680625000000000147e-01,1.072539859160307060e+03,5.219204047044824435e+00
2.000000000000000000e+00,9.000000000000000000e+00,4.413861904456919092e+02,2.533284573101939330e+00,9.255850644228241109e+00,5.103668261562998509e+01,3.799374999999999836e-01,1.149675923492751508e+03,8.974512561758109186e+00
2.000000000000000000e+00,1.000000000000000000e+01,4.977654070630418914e+02,4.578680314082999026e+00,3.830066018243208958e+01,7.504319921007157745e+01,4.168124999999999747e-01,1.183760429395709480e+03,1.386055605671966617e+01
2.000000000000000000e+00,1.100000000000000000e+01,5.324503904801808858e+02,6.678568484308392783e+00,3.894424583555183261e+01,8.861320336730172187e+01,4.351875000000000049e-01,1.209022512351684782e+03,1.803406568107352470e+01
2.000000000000000000e+00,1.200000000000000000e+01,4.449235942378772393e+02,2.400766843499075431e+00,1.371808268359992411e+01,6.764227642276422614e+01,3.849374999999999880e-01,1.142346988641535518e+03,8.453744971641009798e+00
2.000000000000000000e+00,1.300000000000000000e+01,5.345463315229330874e+02,6.561799906025132856e+00,4.675651845320569322e+01,1.118881118881118937e+02,4.354374999999999774e-01,1.210523099736381027e+03,1.784123130227437670e+01
